chart_slug,experiment_group
gender-affirming-care,visible_alt_text
death-rate-from-road-accidents-ghe,visible_alt_text
nitrous-oxide-agriculture,download_button
gender-marker-can-be-legally-changed,visible_alt_text
breast-cancer-screening-coverage-in-europe,download_button
share-of-secondary-school-teachers-who-are-female,download_button
share-of-children-who-are-overweight,download_button
debt-service-of-exports-of-goods-services,download_button
adequacy-of-social-safety-net-programs,download_button
deaths-in-non-state-conflicts,no_change
number-children-wasted-who,visible_alt_text
homicide-rate-ghe,download_button
number-of-deaths-who,hidden_alt_text
annual-space-visits,visible_alt_text
homicides-by-firearm,visible_alt_text
share-cereal-human-food,download_button
good-cholesterol-levels-age-standardized,no_change
competitiveness-of-political-participation-score,download_button
per-capita-co2-aviation,no_change
internal-movement-covid,hidden_alt_text
same-sex-sexual-acts-equaldex,visible_alt_text
participation-rate-in-formal-and-non-formal-education-and-training,hidden_alt_text
liberal-democracy-row,no_change
facilitate-orderly-safe-migration,no_change
rate-of-new-cervical-cancer-cases,hidden_alt_text
direct-disaster-economic-loss,no_change
citizen-support-for-democracy,hidden_alt_text
annual-percentage-change-solar,visible_alt_text
private-health-expenditure-per-person,hidden_alt_text
death-rates-from-high-blood-pressure-gbd,visible_alt_text
participatory-political-institutions-index,hidden_alt_text
share-deaths-cardiovascular-disease,no_change
cervical-cancer-death-rate-in-women,hidden_alt_text
face-covering-policies-covid,no_change
bank-capital-to-total-assets-ratio,hidden_alt_text
imports-of-ppe-related-products-per-capita,hidden_alt_text
share-of-females-defined-as-overweight,download_button
cost-nutritious-diet-share-food-expenditure,no_change
material-footprint-per-unit-of-gdp,download_button
death-rates-from-alcohol-use-disorders-ghe,no_change
rate-of-new-cervical-cancer-cases-gco,download_button
government-procurement-share-gdp,visible_alt_text
death-rate-from-maternal-disorders-ihme,hidden_alt_text
annual-change-hydro,no_change
democratic-electoral-institutions-fh,no_change
infectious-disease-death-rates-gbd,hidden_alt_text
death-rates-from-unsafe-water-sources-gbd,no_change
change-in-total-mangrove-area,no_change
deaths-from-natural-disasters,download_button
cost-healthy-diet-share-food-expenditure,no_change
measles-number-unvaccinated,visible_alt_text
rule-of-law-index-bti,visible_alt_text
children-died-before-five-per-woman,hidden_alt_text
daily-income-or-consumption-of-the-poorest-10-marimekko,no_change
rate-of-disease-burden-from-drug-use-disorders-who,hidden_alt_text
fish-species-threatened,visible_alt_text
confidence-in-un-wvs,no_change
share-agrees-vaccines-are-important-wellcome,no_change
hate-crime-protections-lgbt,hidden_alt_text
barley-production,visible_alt_text
exclusive-breastfeeding-rate,no_change
net-portfolio-investment,hidden_alt_text
annual-area-burnt-per-wildfire,visible_alt_text
number-of-deaths-gbd,hidden_alt_text
share-with-alcohol-or-drug-use-disorders,download_button
annual-change-low-carbon-energy,no_change
stillbirth-rate,download_button
co2-land-use-per-capita,visible_alt_text
cumulative-space-visits,download_button
rapeseed-yields,download_button
availability-of-computed-tomography-ct-imaging,visible_alt_text
death-rate-from-diabetes-ghe,hidden_alt_text
forms-of-homelessness-included-in-available-statistics,download_button
electoral-pluralism-index-eiu,hidden_alt_text
per-capita-co2-including-land,download_button
grazing-land-use-over-the-long-term,hidden_alt_text
separation-of-powers-score-bti,visible_alt_text
rotavirus-vaccine-immunization-schedule,download_button
percentage-of-primary-schools-with-access-to-potable-water,visible_alt_text
cropland-per-person-over-the-long-term,download_button
legally-recognized-rights-to-land,visible_alt_text
share-of-households-consuming-iodized-salt,visible_alt_text
share-of-population-living-in-extreme-poverty-lines-cbn,download_button
deaths-from-pneumonia,download_button
share-of-population-multidimensionally-poor-hot,download_button
hypothetical-global-meat-demand,no_change
yield-gap-vs-nitrogen-pollution,hidden_alt_text
female-labor-force-participation-rates-slopes,no_change
death-rate-from-diabetes-who-mdb,no_change
european-overseas-colonies-and-their-last-colonizer,visible_alt_text
monthly-birth-rate-per-day,download_button
adequacy-of-social-insurance-programs,hidden_alt_text
deaths-from-parkinsons-disease-ghe,visible_alt_text
age-of-democracy-polity,no_change
age-of-liberal-democracy-row,download_button
women-informed-decisions-health-sexual-relations,visible_alt_text
availability-of-positron-emission-tomography-pet-imaging,download_button
internal-renewable-freshwater-resources-by-region,visible_alt_text
threatened-endemic-bird-species,download_button
hydro-consumption-by-region,no_change
dalys-particulate-matter,hidden_alt_text
deaths-from-digestive-diseases,no_change
expenditure-on-cultural-and-natural-heritage-per-capita,hidden_alt_text
political-participation-index-bti,download_button
political-regime-ert-within-regimes,visible_alt_text
land-sparing-by-crop,no_change
deaths-from-malnutrition-ghe,hidden_alt_text
deaths-from-secondhand-smoke,no_change
death-rate-from-parkinsons-disease,hidden_alt_text
share-of-children-achieving-minimum-reading-proficiency-by-the-end-of-primary-education,no_change
incidence-of-tuberculosis,hidden_alt_text
primary-energy-consumption-from-solar-and-wind,hidden_alt_text
taxes-on-goods-and-services-gdp,download_button
deaths-due-to-high-blood-sugar,hidden_alt_text
share-of-females-defined-as-obese,download_button
disease-burden-rates-from-cancers,hidden_alt_text
cost-calorie-sufficient-diet,visible_alt_text
death-rate-from-cancer,visible_alt_text
covid-vaccination-policy,visible_alt_text
annual-co2-other-industry,hidden_alt_text
deaths-from-drowning,download_button
share-of-foreign-aid-spent-within-donor-countries,download_button
colon-and-rectum-cancer-death-rate,hidden_alt_text
foreign-guests-in-hotels-and-similar-establishments,visible_alt_text
leading-broad-cause-of-death,visible_alt_text
death-rate-from-malnutrition,download_button
share-of-urban-population-living-in-inadequate-housing,visible_alt_text
covid-contact-tracing,no_change
death-rates-from-drug-use-gbd,download_button
tuberculosis-death-rate-age-standardized,visible_alt_text
completeness-of-homelessness-data,download_button
death-rate-from-fires-and-burns-ihme,no_change
income-support-covid,download_button
deaths-due-to-drug-use,download_button
death-rate-from-malaria-ihme,download_button
cardiovascular-disease-death-crude-rate-who-mdb,download_button
maximum-life-expectancy-sex-female,no_change
incidence-of-diarrheal-diseases,hidden_alt_text
uk-cumulative-covid-deaths-rate,download_button
passenger-miles-traveled-self-driving-taxis,download_button
death-rate-household-air-pollution,visible_alt_text
rate-of-premature-deaths-due-to-alcohol,download_button
banana-yields,visible_alt_text
discrimination-lgbt-equaldex,hidden_alt_text
palm-oil-yields,no_change
proportion-of-animal-breeds-genetic-conservation,no_change
death-rate-from-respiratory-infections,hidden_alt_text
co2-international-aviation,no_change
prosperity-gap,hidden_alt_text
tuberculosis-case-detection-rate,hidden_alt_text
per-capita-energy-consumption-from-solar-and-wind,hidden_alt_text
census-based-on-population-register-recently-completed,no_change
international-same-day-visitors-per-1000-people,visible_alt_text
total-oda-for-biodiversity-by-recipient,hidden_alt_text
graphite-production,download_button
period-total-fertility-rate,no_change
proportion-of-women-subjected-to-physical-or-sexual-violence,hidden_alt_text
death-rate-from-pneumonia-ghe,hidden_alt_text
competitiveness-of-executive-recruitment-score,download_button
prevalence-of-onchocerciasis,visible_alt_text
death-rate-from-strokes-who,visible_alt_text
coverage-of-wetlands,visible_alt_text
share-electricity-oil,hidden_alt_text
regulation-of-political-participation-score,hidden_alt_text
secondary-net-enrollment-gpi,hidden_alt_text
quantum-bits-per-processor,no_change
death-rates-no-handwashing,download_button
child-deaths-from-malaria-number,hidden_alt_text
death-rate-from-natural-disasters,download_button
proportion-of-population-served-by-municipal-waste-collection,download_button
number-of-child-deaths,visible_alt_text
elected-political-leaders-index,no_change
per-capita-co2-vs-average,hidden_alt_text
bribery-incidence-for-firms,visible_alt_text
united-nations-membership-status,visible_alt_text
foreign-aid-and-investments-given,hidden_alt_text
global-temperature-anomalies-by-el-nino-la-nina-and-month,download_button
productivity-of-small-scale-food-producers,visible_alt_text
proportion-of-labor-force-who-are-women,download_button
countries-with-independent-national-human-rights-institution,no_change
number-of-children-who-are-underweight,download_button
prevalence-of-hepatitis-b-surface-antigen,no_change
death-rate-from-road-accidents,download_button
informal-employment-in-agriculture,visible_alt_text
deaths-from-liver-disease,visible_alt_text
ipv-vaccine-coverage,no_change
annual-co2-flaring,hidden_alt_text
prevalence-of-tobacco-use-sdgs,no_change
death-rate-from-malaria-ghe,no_change
women-civil-society-participation-index,download_button
foreign-aid-given-grant-equivalents,download_button
competitive-elections-lexical,no_change
electricity-imports-share-demand,visible_alt_text
trips-by-domestic-tourists-per-person,download_button
the-number-of-reported-paralytic-polio-cases-by-world-region,hidden_alt_text
deaths-from-malnutrition,download_button
direct-economic-loss-attributed-to-disasters,download_button
lgbt-military-equaldex,hidden_alt_text
share-of-arable-land-which-is-organic,no_change
number-of-infant-deaths-unwpp,hidden_alt_text
sunflower-seed-production,no_change
covid-19-testing-policy,no_change
share-of-primary-energy-from-solar-and-wind,no_change
homicides-ihme,hidden_alt_text
number-calorie-diet-unaffordable,no_change
new-reported-cases-tetanus,visible_alt_text
sovereign-state-cow,hidden_alt_text
low-carbon-elec-per-capita,visible_alt_text
death-rate-from-cardiovascular-diseases,no_change
intensity-of-multidimensional-poverty-hot,download_button
primary-energy-consumption-from-solar,no_change
women-high-blood-pressure,visible_alt_text
population-requiring-preventive-chemotherapy-for-schistosomiasis,visible_alt_text
deaths-from-alzheimers,hidden_alt_text
intensity-of-multidimensional-poverty,download_button
political-social-integration-index-bti,hidden_alt_text
countries-using-the-system-of-environmental-economic-accounting,visible_alt_text
total-reserves-in-months-of-imports,no_change
sales-antibiotics-livestock-europe,download_button
deaths-due-to-unsafe-sanitation,no_change
cervical-cancer-screening-coverage-in-europe,no_change
share-of-women-who-are-smoking,download_button
income-small-scale-food-producers,hidden_alt_text
alcohol-related-crimes-of-all-crimes,no_change
share-of-low-birthweight-babies-born,visible_alt_text
death-rate-from-smoking,no_change
number-of-youth-deaths,download_button
share-plastic-waste-exports,download_button
drug-disorder-dalys-rate,download_button
local-govts-risk-reduction,hidden_alt_text
total-live-births-hfd,no_change
death-rate-from-hivaids-who,hidden_alt_text
death-rates-from-indoor-air-pollution-gbd,hidden_alt_text
freedom-of-expression-score-bti,download_button
threatened-endemic-coral,download_button
non-fatal-occupational-injuries-per-100000,hidden_alt_text
homicide-rate-in-15--to-49-year-olds,no_change
deaths-from-diarrheal-diseases,visible_alt_text
tuberculosis-deaths-region,hidden_alt_text
incidence-of-hivaids,no_change
children-sleeping-under-treated-bednet,download_button
poultry-yields-meat-per-animal,download_button
death-rates-from-drug-use-disorders-who,no_change
ratio-of-inbound-to-outbound-tourists,visible_alt_text
political-regime-amb-row,download_button
cumulative-co2-including-land,download_button
net-food-trade-as-a-share-of-domestic-supply,download_button
death-rate-from-poisoning,no_change
diarrheal-disease-death-rates-in-children-under-5,hidden_alt_text
deaths-from-famines-by-decade,download_button
quantity-oil-spills,hidden_alt_text
gas-prod-per-capita,visible_alt_text
women-and-men-have-equal-rights-to-immovable-property,download_button
death-rate-from-ozone-pollution-gbd,download_button
death-rates-from-drug-use-disorders-gbd,visible_alt_text
private-civil-liberties-index,download_button
censorship-of-lgbt-issues,hidden_alt_text
share-deaths-secondhand-smoke,no_change
death-rate-from-obesity-gbd,hidden_alt_text
share-of-land-covered-by-lakes-and-rivers,no_change
total-disease-burden,no_change
death-rate-from-parkinsons-disease-gbd,hidden_alt_text
budget-to-manage-invasive-alien-species,hidden_alt_text
share-of-population-with-cancer-crude,hidden_alt_text
death-rate-from-drowning-ghe,hidden_alt_text
oda-for-scholarships,visible_alt_text
deaths-due-to-measles-by-region,download_button
net-enrollment-rate-pre-primary,no_change
population-requiring-preventive-treatment-for-lymphatic-filariasis,hidden_alt_text
almond-yields,hidden_alt_text
duration-of-pre-primary-education,hidden_alt_text
share-of-the-population-with-malaria,visible_alt_text
share-of-adults-who-perceive-their-rights-to-land-as-secure,hidden_alt_text
annual-percentage-change-low-carbon,hidden_alt_text
deaths-from-aids-un,hidden_alt_text
surgeons-per-100000,download_button
pancreatic-cancer-death-rate,visible_alt_text
death-rate-from-poisonings,hidden_alt_text
cases-of-multidrug-resistant-tuberculosis,no_change
deaths-from-fires-and-burns-who,no_change
groundnuts-yield,no_change
death-rate-from-digestive-diseases-who-mdb,visible_alt_text
death-rate-from-parkinsons-disease-ghe,visible_alt_text
participants-in-ongoing-state-based-conflicts-by-region,no_change
gender-ratio-in-life-expectancy-at-birth,hidden_alt_text
respiratory-disease-death-rate-gbd,visible_alt_text
primary-energy-nuclear,no_change
number-of-deaths-from-cervical-cancer,no_change
average-per-capita-vegetable-intake-vs-minimum-recommended-guidelines,hidden_alt_text
income-share-top-10-after-tax-lis,download_button
share-threatened-species,visible_alt_text
representation-of-women-in-the-upper-chamber-of-parliament,hidden_alt_text
per-capita-co2-international-aviation,no_change
sources-population-dataset,no_change
net-oda-to-medical-research,hidden_alt_text
ocean-research-funding,visible_alt_text
covid-19-positive-rate-bar,download_button
child-deaths-by-world-region-un-data,download_button
death-rate-from-unsafe-sanitation-gbd,no_change
death-rate-from-secondhand-smoke-gbd,visible_alt_text
military-spending-per-military-personnel,download_button
low-carbon-energy-consumption,visible_alt_text
countries-using-ecosystem-based-approaches-to-manage-marine-areas,visible_alt_text
death-rates-from-high-blood-sugar,no_change
death-rate-from-tuberculosis-gbd,download_button
uk-daily-covid-cases-7day-average,hidden_alt_text
drinkers-had-a-heavy-session-in-past-30-days,no_change
per-capita-ghg-excl-land-use,download_button
death-rate-from-digestive-diseases,download_button
fossil-electricity-per-capita,download_button
prevalence-cysticercosis,download_button
deaths-from-respiratory-disease,download_button
covid-vaccine-age,visible_alt_text
death-rate-from-drowning,no_change
lettuce-yields,visible_alt_text
deaths-from-alzheimers-other-dementias,hidden_alt_text
proportion-of-children-developmentally-on-track,download_button
condom-use-between-men,no_change
share-of-women-in-local-government,download_button
annual-percentage-change-coal,no_change
mountain-green-cover-index,visible_alt_text
number-of-child-deaths-igme,no_change
share-of-children-who-experienced-violence,hidden_alt_text
annual-percentage-change-hydro,hidden_alt_text
coal-production-by-region,no_change
annual-percentage-change-oil,no_change
tetanus-death-rate,no_change
share-social-protection-in-government-exp-oecd,no_change
deaths-in-interstate-conflicts,hidden_alt_text
share-of-working-children-who-work-only,download_button
gavi-supported-countries,no_change
number-of-european-overseas-colonies-by-region,no_change
lung-cancer-death-rates-males,hidden_alt_text
annual-percentage-change-nuclear,hidden_alt_text
death-rate-amphetamine-who,visible_alt_text
deaths-from-strokes-ghe,no_change
us-covid-19-total-people-vaccinated,visible_alt_text
marriage-for-same-sex-partners-velasco,hidden_alt_text
area-of-permanent-meadows-and-pastures,hidden_alt_text
liver-cancer-death-rate,download_button
population-register-implemented,no_change
cropland-use-over-the-long-term,visible_alt_text
death-rate-from-diabetes-gbd,hidden_alt_text
hiv-expenditure,hidden_alt_text
cumulative-number-of-notable-ai-systems-by-domain,visible_alt_text
population-census-world-bank,download_button
number-of-deaths-from-malaria-who,hidden_alt_text
death-rate-from-diarrheal-diseases-who,no_change
death-rate-from-fires-and-burns-who,hidden_alt_text
neonatal-mortality-rate-gho,no_change
deaths-from-diabetes-ghe,visible_alt_text
strong-elected-local-governments-index,no_change
states-involved-in-wars,visible_alt_text
death-rate-from-falls-gbd,no_change
average-non-hdl-cholesterol-levels,visible_alt_text
dtp3-children-unvaccinated,no_change
countries-with-national-cervical-cancer-screening-program,download_button
stateness-index-bti,no_change
use-of-statins-for-primary-prevention-of-cardiovascular-disease,no_change
eggs-cage-free,download_button
small-scale-industries-share,hidden_alt_text
child-deaths-from-malaria,hidden_alt_text
millet-yield,no_change
global-deaths-in-violent-political-conflicts-over-the-long-run,download_button
threatened-bird-species,no_change
number-of-deaths-from-hivaids,visible_alt_text
foreign-aid-received-by-income-group,visible_alt_text
medium-high-level-implementation-of-sustainable-public-procurement,no_change
banana-production-by-region,hidden_alt_text
workplace-closures-covid,hidden_alt_text
mortality-neonatal-asphyxia-and-trauma,no_change
death-rate-from-cancer-gbd,no_change
local-guests-in-hotels-and-similar-establishments,visible_alt_text
rural-population-with-improved-water,hidden_alt_text
mumps-vaccine-immunization-schedule,no_change
polio-number-unvaccinated,visible_alt_text
share-of-rural-population-near-a-road,hidden_alt_text
share-of-agricultural-land-owners-that-are-women,download_button
share-of-health-facilities-with-essential-medicines,visible_alt_text
share-population-mobile-phone,hidden_alt_text
us-covid-share-fully-vaccinated,hidden_alt_text
nuclear-non-proliferation-treaty,visible_alt_text
number-with-alcohol-use-disorders-country,download_button
death-rates-from-high-blood-sugar-gbd,visible_alt_text
global-first-records-of-established-alien-species,hidden_alt_text
urban-population-with-improved-water,no_change
share-of-children-reaching-sufficient-reading-comprehension-by-the-end-of-lower-secondary-age,no_change
death-rate-from-liver-disease,visible_alt_text
large-household-expenditures-health,hidden_alt_text
share-nutritional-diet-unaffordable,no_change
states-involved-in-interstate-conflicts,hidden_alt_text
age-of-consent-same-sex-partners-equaldex,visible_alt_text
death-rate-from-liver-disease-gbd,no_change
per-capita-wind,hidden_alt_text
hypothetical-land-animals-slaughtered,no_change
rye-production,visible_alt_text
share-global-co2-cement,hidden_alt_text
death-rate-from-meningitis-who,no_change
un-projection-of-annual-infant-deaths,visible_alt_text
cumulative-co2-cement,no_change
women-who-experienced-sexual-violence-by-age-18,no_change
annual-percentage-change-wind,download_button
safe-sanitation-without,visible_alt_text
maternal-deaths-ihme,hidden_alt_text
diphtheria-cases-in-the-united-states,no_change
political-opposition-lexical,visible_alt_text
common-good-justifications-score,visible_alt_text
status-of-endemicity-of-cutaneous-leishmaniasis,hidden_alt_text
deaths-from-alcohol-use-disorders,no_change
trachoma-prevalence-age-standardized-ihme,no_change
joint-adoptions-by-same-sex-partners,visible_alt_text
death-rates-from-unsafe-sex-gbd,download_button
share-global-co2-coal,visible_alt_text
basic-state-functions-score-bti,visible_alt_text
share-of-mountain-land-that-is-degraded,visible_alt_text
free-and-fair-elections-row,visible_alt_text
number-using-at-least-basic-sanitation,hidden_alt_text
sovereign-state-gleditsch-ward,no_change
reduction-in-hdi-when-adjusting-for-inequalities,hidden_alt_text
death-rate-from-tuberculosis-ghe,hidden_alt_text
deaths-from-falls,hidden_alt_text
deaths-from-respiratory-infections,visible_alt_text
world-regions-according-to-maddison-project-database,download_button
share-of-small-with-illicit-origin,no_change
number-of-deaths-from-hivaids-who,download_button
death-rate-from-pneumonia-gbd,hidden_alt_text
intersex-infant-surgery,hidden_alt_text
employment-discrimination-lgbt-equaldex,download_button
deaths-from-drowning-ghe,download_button
death-rate-from-digestive-diseases-gbd,download_button
total-number-of-people-aged-15-with-no-education-in-millions-by-continent-1970-2050,hidden_alt_text
maternal-mortality-slope-chart,hidden_alt_text
deaths-from-famines-by-country-and-decade,no_change
use-of-statins-for-secondary-prevention-amongst-eligibible-individuals,no_change
daily-mean-income-2011-ppp,hidden_alt_text
primary-energy-wind,download_button
rubella-cases-in-the-united-states,download_button
share-of-agricultural-land-being-productively-and-sustainably-used,no_change
percentage-of-primary-schools-with-toilets,hidden_alt_text
tax-revenues-as-a-share-of-gdp-unsdg,no_change
us-total-covid-19-vaccine-doses-administered,no_change
bladder-cancer-death-rate,visible_alt_text
rural-without-improved-water,visible_alt_text
death-rate-from-maternal-disorders,visible_alt_text
number-of-people-living-in-extreme-poverty-by-region-190,download_button
community-health-workers,hidden_alt_text
ratio-of-same-day-to-tourist-trips,hidden_alt_text
share-of-children-with-diarrhea-receiving-treatment,hidden_alt_text
freedom-of-association-score-bti,hidden_alt_text
share-of-the-population-reporting-having-felt-discriminated-against,visible_alt_text
incidence-of-venomous-animal-contact,download_button
share-of-men-defined-as-overweight,download_button
share-of-population-living-in-extreme-poverty-2017-prices,visible_alt_text
death-rate-from-diarrheal-diseases,download_button
hepb3-number-unvaccinated,visible_alt_text
total-oda-for-biodiversity-by-donor,hidden_alt_text
deaths-from-falls-gbd,visible_alt_text
govt-expenditure-share-budget,hidden_alt_text
rate-disease-burden-lead,hidden_alt_text
new-neonatal-tetanus-cases-per-million,no_change
rubella-vaccine-immunization-schedule,visible_alt_text
sovereign-state-butcher-griffiths,no_change
liberal-political-institutions-index,visible_alt_text
gender-of-chief-executive,visible_alt_text
share-of-deaths-from-opioid-overdoses,no_change
new-infections-with-tetanus,no_change
number-of-deaths-from-malaria-ghe,visible_alt_text
homicide-rate-age-standardized,download_button
proportion-countries-migration-policies-criteria,hidden_alt_text
weekly-share-of-the-total-land-area-burnt-by-wildfires,no_change
deaths-from-snakebite-envenoming,hidden_alt_text
tuberculosis-deaths-under-five-ihme,download_button
universal-suffrage-men-lexical,download_button
number-of-deaths-from-tuberculosis-ghe,download_button
annual-percentage-change-gas,no_change
meningitis-death-rates-children-under-5,download_button
cumulative-co2-land-use,no_change
deaths-from-ozone-pollution,download_button
thermal-efficiency-factor,hidden_alt_text
death-rate-from-hivaids,hidden_alt_text
population-with-alcohol-use-disorders,visible_alt_text
natural-disasters-reported-by-deaths,hidden_alt_text
deaths-from-drug-use-disorders-ghe,visible_alt_text
bean-yields,hidden_alt_text
full-democracy-lexical,no_change
weekly-area-burnt-by-wildfires,hidden_alt_text
countries-enrolled-in-glass-surveillance-of-antimicrobial-consumption-and-resistance,visible_alt_text
share-of-population-satisfied-with-government-services,visible_alt_text
media-corruption-score,download_button
criminal-penalties-or-civil-remedies-sexual-harassment-in-employment,no_change
death-rate-from-famines-by-year,hidden_alt_text
death-rate-from-famines-by-decade,download_button
per-capita-nitrous-oxide-agriculture,hidden_alt_text
cumulative-co2-coal,hidden_alt_text
tb-patients-tested-positive-for-hiv,download_button
proportion-with-ict-skills-in-presentations,download_button
housing-discrimination-lgbt-equaldex,download_button
mcv2-vaccine-immunization-schedule,download_button
countries-with-minimum-urban-threshold,download_button
mental-health-units-in-general-hospitals,hidden_alt_text
deaths-from-cysticercosis,download_button
share-of-the-population-living-with-hivaids,no_change
oecd-expenditures-on-government-outsourcing-gdp,visible_alt_text
haemophilus-influenzae-b-vaccine-immunization-schedule,download_button
share-of-global-annual-co-emissions-from-other-industry,download_button
share-with-convenient-access-to-an-open-public-space,hidden_alt_text
share-cereals-industrial-uses,download_button
drowning-death-rates-under-5,download_button
us-state-covid-vaccines-per-100,download_button
orange-yields,hidden_alt_text
air-passengers-per-fatality,download_button
share-of-the-population-at-risk-of-catastrophic-expenditure-when-surgical-care-is-required,visible_alt_text
hib3-number-unvaccinated,hidden_alt_text
political-regime-dem-fh,visible_alt_text
share-global-cumulative-co2-cement,hidden_alt_text
number-of-new-hivaids-infections-who,download_button
number-nutritional-diet-unaffordable,visible_alt_text
per-capita-low-carbon-energy,hidden_alt_text
monthly-sea-ice-extent-in-the-antarctic,no_change
women-can-open-bank-account-same-as-men,download_button
total-cardiologists-per-million-people,hidden_alt_text
polio-screening-and-testing,no_change
equality-of-political-power-across-social-groups-score,hidden_alt_text
degree-to-which-the-legal-framework-guarantees-womens-equal-rights-to-land-ownership-andor-control,no_change
gender-of-the-head-of-state,download_button
cumulative-co-emissions-from-other-industry,visible_alt_text
death-rate-from-falls-gbd-rate,no_change
deaths-from-parkinsons-disease,hidden_alt_text
total-oda-for-aid-for-trade-by-recipient,download_button
deliberative-political-institutions-index,no_change
judicial-corruption-score,hidden_alt_text
male-homicide-victims,hidden_alt_text
deaths-from-strokes,hidden_alt_text
prohibition-of-nuclear-weapons,no_change
status-of-yaws-endemicity,no_change
share-of-global-cumulative-co-emissions-from-other-industry,no_change
adequacy-of-unemployment-benefits,visible_alt_text
share-of-men-defined-as-obese,no_change
income-large-scale-food-producers,no_change
us-covid-number-fully-vaccinated,no_change
multi-party-elections-hoe-row,visible_alt_text
share-of-the-population-victim-to-physical-and-sexual-harassment,no_change
multi-party-elections-row,hidden_alt_text
share-expenditure-alcohol-tobacco,no_change
gender-of-the-head-of-government,hidden_alt_text
reported-cases-of-human-african-trypanosomiasis-t-b-gambiense,hidden_alt_text
deaths-from-famines-by-country-and-year,hidden_alt_text
death-rate-from-meningitis,visible_alt_text
per-capita-co2-gas,visible_alt_text
official-development-assistance-to-least-developed-countries,visible_alt_text
age-of-consent-same-sex-different-sex-partners,no_change
cashew-nut-yields,hidden_alt_text
antibiotic-use-livestock-per-kg,visible_alt_text
deaths-from-meningitis,visible_alt_text
sweden-official-covid-deaths,no_change
gas-electricity-per-capita,visible_alt_text
new-drugs-approved-in-the-united-states,no_change
equality-of-civil-liberties-across-social-groups-score,download_button
maternal-deaths-by-income-group,visible_alt_text
systems-track-gender-equality,download_button
wanted-fertility-rate,no_change
stand-alone-policy-or-plan-for-mental-health,hidden_alt_text
number-of-neonatal-deaths-igme,visible_alt_text
national-system-to-monitor-spread-of-antimicrobial-resistance-in-humans,no_change
monthly-upper-ocean-heat,hidden_alt_text
share-of-students-at-end-of-lower-secondary-education-with-minimum-reading-proficiency,hidden_alt_text
share-of-children-living-with-a-single-parent,download_button
cumulative-co2-oil,no_change
share-of-people-who-find-political-decision-making-inclusive-and-responsive,hidden_alt_text
deaths-from-poisoning,visible_alt_text
us-covid-19-share-people-vaccinated,visible_alt_text
deaths-from-meningitis-ghe,download_button
total-disease-burden-who,hidden_alt_text
share-global-co2-oil,no_change
tetanus-mortality-in-children-under-5,visible_alt_text
representation-of-women-in-the-judiciary,hidden_alt_text
engaged-society-score,hidden_alt_text
public-campaigns-covid,download_button
share-of-species-evaluated-iucn,visible_alt_text
deaths-from-fires-and-burns,visible_alt_text
male-high-blood-pressure,no_change
death-rate-from-strokes,visible_alt_text
oil-electricity-per-capita,no_change
justified-political-positions-score,visible_alt_text
endemic-freshwater-crab-species,download_button
multi-party-elections-legislature-row,visible_alt_text
deaths-lead-exposure,no_change
share-who-agree-vaccines-are-effective,no_change
deaths-from-alcohol-use-disorders-ghe,download_button
colon-and-rectum-cancer-screening-coverage-in-europe,visible_alt_text
rigorous-and-impartial-public-administration-score,visible_alt_text
deaths-from-poisonings-ghe,download_button
legislative-corruption-score,visible_alt_text
risk-of-impoverishing-expenditure-for-surgical-care,visible_alt_text
rural-without-improved-sanitation,no_change
women-can-apply-passport-same-as-men,visible_alt_text
death-rate-from-natural-disasters-gbd,visible_alt_text
age-of-electoral-democracy-lexical,download_button
academic-freedom-index,download_button
mechanisms-to-enhance-policy-for-sustainable-development,hidden_alt_text
gap-to-reaching-the-target-of-art,no_change
respect-for-counterarguments-score,visible_alt_text
discrimination-access-to-credit-gender,visible_alt_text
death-rate-from-ozone-pollution,hidden_alt_text
deaths-in-wars-by-region-project-mars,visible_alt_text
children-treated-ari,no_change
endemic-shark-and-ray-species,hidden_alt_text
number-of-infant-deaths,no_change
share-of-students-at-end-of-primary-education-achieving-minimum-math-proficiency,hidden_alt_text
gov-procurement-share-gov-expenditure,hidden_alt_text
maize-attainable-yield,download_button
pea-yields,no_change
share-of-children-with-a-fever-receiving-antimalarial-drugs,visible_alt_text
protection-of-the-rights-of-small-scale-fisheries,visible_alt_text
co2-consumption-share,no_change
share-global-cumulative-co2-flaring,visible_alt_text
same-sex-sexual-acts-punished-by-death,visible_alt_text
reported-measles-case-rate-by-state-in-the-united-states,no_change
fraction-of-countries-with-available-data-on-deaths-from-suicides-by-income-group,hidden_alt_text
share-agree-vaccines-are-safe-wellcome,no_change
death-rate-from-poisoning-ghe,hidden_alt_text
democratic-features-bti,visible_alt_text
homicidesghe,visible_alt_text
marriages-uk-ended-in-divorce,visible_alt_text
political-regime-bti,download_button
international-same-day-arrivals,hidden_alt_text
antibiotic-usage-in-children,download_button
death-rate-from-poisoning-gbd,download_button
number-species-evaluated-iucn,no_change
inactivated-poliovirus-vaccine-immunization-schedule,download_button
smalsmall-scale-industries-loan,no_change
share-global-co2-flaring,no_change
endemic-reef-forming-coral-species,download_button
countries-to-the-international-treaty-on-plant-genetic-resources,hidden_alt_text
share-of-urban-population-with-convenient-access-to-open-public-spaces,hidden_alt_text
covid-vaccine-share-boosters,hidden_alt_text
cumulative-co2-gas,hidden_alt_text
number-of-people-living-in-extreme-poverty-by-region-cbn,hidden_alt_text
share-global-co2-including-land,download_button
